   1.0000e+00   1.6365e-01
   2.0000e+00   2.3476e-01
   3.0000e+00   4.3041e-01
   4.0000e+00   2.9625e-02
   5.0000e+00   4.8261e-01
   6.0000e+00   5.5083e-01
   7.0000e+00   6.7013e-01
   8.0000e+00   1.5581e-01
   9.0000e+00   9.6656e-01
   1.0000e+01   2.5297e-01
   1.1000e+01   8.6308e-01
   1.2000e+01   4.7368e-01
   1.3000e+01   2.1935e-01
   1.4000e+01   8.5676e-01
   1.5000e+01   1.1510e-01
   1.6000e+01   4.8347e-01
   1.7000e+01   4.8118e-01
   1.8000e+01   7.6928e-01
   1.9000e+01   6.4942e-01
   2.0000e+01   9.7287e-02
   2.1000e+01   9.5349e-01
   2.2000e+01   3.6007e-01
   2.3000e+01   5.7357e-01
   2.4000e+01   7.0484e-01
   2.5000e+01   5.8458e-01
   2.6000e+01   4.5300e-01
   2.7000e+01   9.9027e-01
   2.8000e+01   8.2729e-02
   2.9000e+01   2.1554e-02
   3.0000e+01   7.5292e-02
   3.1000e+01   4.8224e-02
   3.2000e+01   1.5624e-01
   3.3000e+01   9.3815e-01
   3.4000e+01   3.5382e-01
   3.5000e+01   5.3681e-02
   3.6000e+01   2.6273e-01
   3.7000e+01   1.8848e-01
   3.8000e+01   3.8017e-01
   3.9000e+01   4.5023e-01
   4.0000e+01   6.3538e-01
   4.1000e+01   9.4394e-01
   4.2000e+01   8.4521e-02
   4.3000e+01   1.4067e-01
   4.4000e+01   1.0664e-01
   4.5000e+01   7.0040e-01
   4.6000e+01   7.6701e-02
   4.7000e+01   2.4967e-01
   4.8000e+01   6.3069e-01
   4.9000e+01   6.1006e-01
   5.0000e+01   6.0097e-01
   5.1000e+01   3.7178e-01
   5.2000e+01   1.3542e-01
   5.3000e+01   8.7217e-01
   5.4000e+01   9.8002e-01
   5.5000e+01   3.4744e-01
   5.6000e+01   8.9532e-01
   5.7000e+01   7.7902e-01
   5.8000e+01   9.9744e-01
   5.9000e+01   1.6339e-01
   6.0000e+01   1.3526e-01
   6.1000e+01   5.0367e-01
   6.2000e+01   4.2594e-01
   6.3000e+01   4.2538e-01
   6.4000e+01   8.6032e-01
   6.5000e+01   3.9906e-01
   6.6000e+01   2.3111e-01
   6.7000e+01   5.8736e-01
   6.8000e+01   9.9737e-02
   6.9000e+01   6.1968e-01
   7.0000e+01   6.2210e-01
   7.1000e+01   9.1960e-01
   7.2000e+01   1.7185e-01
   7.3000e+01   4.2621e-01
   7.4000e+01   1.2473e-01
   7.5000e+01   5.2258e-01
   7.6000e+01   9.6516e-01
   7.7000e+01   1.0751e-01
   7.8000e+01   8.4300e-01
   7.9000e+01   4.4609e-01
   8.0000e+01   6.8099e-01
   8.1000e+01   8.8967e-01
   8.2000e+01   6.4035e-01
   8.3000e+01   7.3229e-01
   8.4000e+01   6.1981e-01
   8.5000e+01   9.1661e-01
   8.6000e+01   3.9675e-01
   8.7000e+01   2.1022e-01
   8.8000e+01   2.4636e-01
   8.9000e+01   1.6457e-01
   9.0000e+01   4.5636e-01
   9.1000e+01   4.1350e-01
   9.2000e+01   8.4019e-01
   9.3000e+01   1.3151e-01
   9.4000e+01   5.8864e-01
   9.5000e+01   7.9077e-01
   9.6000e+01   6.1360e-01
   9.7000e+01   3.1299e-01
   9.8000e+01   7.7233e-01
   9.9000e+01   6.0241e-01
   1.0000e+02   2.8499e-01
